000000000;0;Afghanistan
000000001;1;Albania
000000010;2;Antarctica
000000011;3;Algeria
000000100;4;American Samoa
000000101;5;Andorra
000000110;6;Angola
000000111;7;Antigua and Barbuda
000001000;8;Azerbaijan
000001001;9;Argentina
000001010;10;Australia
000001011;11;Austria
000001100;12;Bahamas (the)
000001101;13;Bahrain
000001110;14;Bangladesh
000001111;15;Armenia
000010000;16;Barbados
000010001;17;Belgium
000010010;18;Bermuda
000010011;19;Bhutan
000010100;20;Bolivia (Plurinational State of)
000010101;21;Bosnia and Herzegovina
000010110;22;Botswana
000010111;23;Bouvet Island
000011000;24;Brazil
000011001;25;Belize
000011010;26;British Indian Ocean Territory (the)
000011011;27;Solomon Islands
000011100;28;Virgin Islands (British)
000011101;29;Brunei Darussalam
000011110;30;Bulgaria
000011111;31;Myanmar
000100000;32;Burundi
000100001;33;Belarus
000100010;34;Cambodia
000100011;35;Cameroon
000100100;36;Canada
000100101;37;Cabo Verde
000100110;38;Cayman Islands (the)
000100111;39;Central African Republic (the)
000101000;40;Sri Lanka
000101001;41;Chad
000101010;42;Chile
000101011;43;China
000101100;44;Taiwan (Province of China)
000101101;45;Christmas Island
000101110;46;Cocos (Keeling) Islands (the)
000101111;47;Colombia
000110000;48;Comoros (the)
000110001;49;Mayotte
000110010;50;Congo (the)
000110011;51;Congo (the Democratic Republic of the)
000110100;52;Cook Islands (the)
000110101;53;Costa Rica
000110110;54;Croatia
000110111;55;Cuba
000111000;56;Cyprus
000111001;57;Czechia
000111010;58;Benin
000111011;59;Denmark
000111100;60;Dominica
000111101;61;Dominican Republic (the)
000111110;62;Ecuador
000111111;63;El Salvador
001000000;64;Equatorial Guinea
001000001;65;Ethiopia
001000010;66;Eritrea
001000011;67;Estonia
001000100;68;Faroe Islands (the)
001000101;69;Falkland Islands (the) [Malvinas]
001000110;70;South Georgia and the South Sandwich Islands
001000111;71;Fiji
001001000;72;Finland
001001001;73;Åland Islands
001001010;74;France
001001011;75;French Guiana
001001100;76;French Polynesia
001001101;77;French Southern Territories (the)
001001110;78;Djibouti
001001111;79;Gabon
001010000;80;Georgia
001010001;81;Gambia (the)
001010010;82;Palestine, State of
001010011;83;Germany
001010100;84;Ghana
001010101;85;Gibraltar
001010110;86;Kiribati
001010111;87;Greece
001011000;88;Greenland
001011001;89;Grenada
001011010;90;Guadeloupe
001011011;91;Guam
001011100;92;Guatemala
001011101;93;Guinea
001011110;94;Guyana
001011111;95;Haiti
001100000;96;Heard Island and McDonald Islands
001100001;97;Holy See (the)
001100010;98;Honduras
001100011;99;Hong Kong
001100100;100;Hungary
001100101;101;Iceland
001100110;102;India
001100111;103;Indonesia
001101000;104;Iran (Islamic Republic of)
001101001;105;Iraq
001101010;106;Ireland
001101011;107;Israel
001101100;108;Italy
001101101;109;Côte d'Ivoire
001101110;110;Jamaica
001101111;111;Japan
001110000;112;Kazakhstan
001110001;113;Jordan
001110010;114;Kenya
001110011;115;Korea (the Democratic People's Republic of)
001110100;116;Korea (the Republic of)
001110101;117;Kuwait
001110110;118;Kyrgyzstan
001110111;119;Lao People's Democratic Republic (the)
001111000;120;Lebanon
001111001;121;Lesotho
001111010;122;Latvia
001111011;123;Liberia
001111100;124;Libya
001111101;125;Liechtenstein
001111110;126;Lithuania
001111111;127;Luxembourg
010000000;128;Macao
010000001;129;Madagascar
010000010;130;Malawi
010000011;131;Malaysia
010000100;132;Maldives
010000101;133;Mali
010000110;134;Malta
010000111;135;Martinique
010001000;136;Mauritania
