000000000;0;Afghanistan
000000001;1;Albani
000000010;2;Châu Nam Cực
000000011;3;Algérie
000000100;4;American Samoa
000000101;5;Andorra
000000110;6;Angola
000000111;7;Antigua và Barbuda
000001000;8;Azerbaijan
000001001;9;Argentina
000001010;10;Úc
000001011;11;Áo
000001100;12;Bahamas
000001101;13;Bahrain
000001110;14;Bangladesh
000001111;15;Armenia
000010000;16;Barbados
000010001;17;Bỉ
000010010;18;Bermuda
000010011;19;Bhutan
000010100;20;Bolivia
000010101;21;Bosnia và Herzegovina
000010110;22;Botswana
000010111;23;Bouvet Island
000011000;24;Brazil
000011001;25;Belize
000011010;26;British Indian Ocean Territory
000011011;27;Solomon Islands
000011100;28;Virgin Islands (British)
000011101;29;Brunei Darussalam
000011110;30;Bulgaria
000011111;31;Myanmar
000100000;32;Burundi
000100001;33;Belarus
000100010;34;Campuchia
000100011;35;Cameroon
000100100;36;Canada
000100101;37;Cabo Verde
000100110;38;Cayman Islands
000100111;39;Cộng hòa Trung Phi
000101000;40;Sri Lanka
000101001;41;Chad
000101010;42;Chile
000101011;43;Trung Quốc
000101100;44;Đài Loan
000101101;45;Christmas Island
000101110;46;Cocos (Keeling) Islands
000101111;47;Colombia
000110000;48;Comoros
000110001;49;Mayotte
000110010;50;Congo
000110011;51;Cộng hòa Dân chủ Congo
000110100;52;Cook Islands
000110101;53;Costa Rica
000110110;54;Croatia
000110111;55;Cuba
000111000;56;Cyprus
000111001;57;Czechia
000111010;58;Benin
000111011;59;Đan Mạch
000111100;60;Dominica
000111101;61;Cộng hòa Dominica
000111110;62;Ecuador
000111111;63;El Salvador
001000000;64;Equatorial Guinea
001000001;65;Ethiopia
001000010;66;Eritrea
001000011;67;Estonia
001000100;68;Faroe Islands
001000101;69;Falkland Islands
001000110;70;South Georgia và South Sandwich Islands
001000111;71;Fiji
001001000;72;Phần Lan
001001001;73;Åland Islands
001001010;74;Pháp
001001011;75;French Guiana
001001100;76;French Polynesia
001001101;77;French Southern Territories
001001110;78;Djibouti
001001111;79;Gabon
001010000;80;Georgia
001010001;81;Gambia
001010010;82;Palestine
001010011;83;Đức
001010100;84;Ghana
001010101;85;Gibraltar
001010110;86;Kiribati
001010111;87;Hy Lạp
001011000;88;Greenland
001011001;89;Grenada
001011010;90;Guadeloupe
001011011;91;Guam
001011100;92;Guatemala
001011101;93;Guinea
001011110;94;Guyana
001011111;95;Haiti
001100000;96;Heard Island và McDonald Islands
001100001;97;Holy See
001100010;98;Honduras
001100011;99;Hồng Kông
001100100;100;Hungary
001100101;101;Iceland
001100110;102;Ấn Độ
001100111;103;Indonesia
001101000;104;Iran
001101001;105;Iraq
001101010;106;Ireland
001101011;107;Israel
001101100;108;Ý
001101101;109;Côte d'Ivoire
001101110;110;Jamaica
001101111;111;Nhật Bản
001110000;112;Kazakhstan
001110001;113;Jordan
001110010;114;Kenya
001110011;115;Triều Tiên
001110100;116;Hàn Quốc
001110101;117;Kuwait
001110110;118;Kyrgyzstan
001110111;119;Lào
001111000;120;Lebanon
001111001;121;Lesotho
001111010;122;Latvia
001111011;123;Liberia
001111100;124;Libya
001111101;125;Liechtenstein
001111110;126;Lithuania
001111111;127;Luxembourg
010000000;128;Macao
010000001;129;Madagascar
010000010;130;Malawi
010000011;131;Malaysia
010000100;132;Maldives
010000101;133;Mali
010000110;134;Malta
010000111;135;Martinique
010001000;136;Mauritania
010001001;137;Mauritius
010001010;138;Mexico
010001011;139;Monaco
010001100;140;Mongolia
010001101;141;Moldova
010001110;142;Montenegro
010001111;143;Montserrat
010010000;144;Morocco
010010001;145;Mozambique
010010010;146;Oman
010010011;147;Namibia
010010100;148;Nauru
010010101;149;Nepal
010010110;150;Hà Lan
010010111;151;Curaçao
010011000;152;Aruba
010011001;153;Sint Maarten
010011010;154;Bonaire, Sint Eustatius và Saba
010011011;155;New Caledonia
010011100;156;Vanuatu
010011101;157;New Zealand
010011110;158;Nicaragua
010011111;159;Niger
010100000;160;Nigeria
010100001;161;Niue
010100010;162;Norfolk Island
010100011;163;Na Uy
010100100;164;Northern Mariana Islands
010100101;165;United States Minor Outlying Islands
010100110;166;Micronesia
010100111;167;Marshall Islands
010101000;168;Palau
010101001;169;Pakistan
010101010;170;Panama
010101011;171;Papua New Guinea
010101100;172;Paraguay
010101101;173;Peru
010101110;174;Philippines
010101111;175;Pitcairn
010110000;176;Ba Lan
010110001;177;Bồ Đào Nha
010110010;178;Guinea-Bissau
010110011;179;Timor-Leste
010110100;180;Puerto Rico
010110101;181;Qatar
010110110;182;Réunion
010110111;183;Romania
010111000;184;Liên bang Nga
010111001;185;Rwanda
010111010;186;Saint Barthélemy
010111011;187;Saint Helena, Ascension và Tristan da Cunha
010111100;188;Saint Kitts và Nevis
010111101;189;Anguilla
010111110;190;Saint Lucia
010111111;191;Saint Martin
011000000;192;Saint Pierre và Miquelon
011000001;193;Saint Vincent và Grenadines
011000010;194;San Marino
011000011;195;Sao Tome và Principe
011000100;196;Saudi Arabia
011000101;197;Senegal
011000110;198;Serbia
011000111;199;Seychelles
011001000;200;Sierra Leone
011001001;201;Singapore
011001010;202;Slovakia
011001011;203;Việt Nam
011001100;204;Slovenia
011001101;205;Somalia
011001110;206;South Africa
011001111;207;Zimbabwe
011010000;208;Tây Ban Nha
011010001;209;South Sudan
011010010;210;Sudan
011010011;211;Western Sahara
011010100;212;Suriname
011010101;213;Svalbard và Jan Mayen
011010110;214;Eswatini
011010111;215;Thụy Điển
011011000;216;Thụy Sĩ
011011001;217;Syrian Arab Republic
011011010;218;Tajikistan
011011011;219;Thái Lan
011011100;220;Togo
011011101;221;Tokelau
011011110;222;Tonga
011011111;223;Trinidad và Tobago
011100000;224;United Arab Emirates
011100001;225;Tunisia
011100010;226;Turkey
011100011;227;Turkmenistan
011100100;228;Turks và Caicos Islands
011100101;229;Tuvalu
011100110;230;Uganda
011100111;231;Ukraine
011101000;232;Bắc Macedonia
011101001;233;Ai Cập
011101010;234;Vương quốc Anh
011101011;235;Guernsey
011101100;236;Jersey
011101101;237;Isle of Man
011101110;238;Tanzania
011101111;239;Hoa Kỳ
011110000;240;Virgin Islands (U.S.)
011110001;241;Burkina Faso
011110010;242;Uruguay
011110011;243;Uzbekistan
011110100;244;Venezuela
011110101;245;Wallis và Futuna
011110110;246;Samoa
011110111;247;Yemen
011111000;248;Zambia
111110100;500;Tổ chức EU
111110101;501;Tổ chức LHQ
111110110;502;Quốc tế
